               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.045785,            0.014258,           0.0050968,             0.62591,             0.88121,             0.72522,             0.38779,            0.041766,            0.006617,            0.003555,           0.0084655,           0.0084655,           0.0084655
                  33,            0.047068,            0.015117,            0.004785,             0.39441,             0.87333,             0.43004,             0.22467,            0.064402,           0.0069466,           0.0034256,            0.008416,            0.008416,            0.008416
                  34,            0.051973,            0.013489,           0.0045567,             0.51171,             0.88667,             0.65544,             0.30426,            0.048423,           0.0062053,           0.0035888,           0.0083665,           0.0083665,           0.0083665
                  35,            0.046971,            0.013526,           0.0049037,             0.68538,             0.91333,             0.80273,             0.45902,            0.035325,           0.0058609,           0.0036613,            0.008317,            0.008317,            0.008317
                  36,             0.04192,            0.012761,           0.0047765,             0.51902,             0.83333,             0.67326,             0.34495,            0.042628,            0.006211,           0.0036972,           0.0082675,           0.0082675,           0.0082675
                  37,            0.039134,            0.013675,           0.0047343,             0.64532,             0.82667,             0.82146,             0.38654,            0.047116,           0.0062941,           0.0034362,            0.008218,            0.008218,            0.008218
                  38,            0.050432,            0.013291,            0.004739,             0.66697,             0.94667,             0.81465,              0.4545,            0.039736,           0.0059927,           0.0035527,           0.0081685,           0.0081685,           0.0081685
                  39,            0.042359,            0.013044,           0.0047406,              0.7315,                0.88,             0.86266,             0.38234,            0.041708,           0.0057465,           0.0035351,            0.008119,            0.008119,            0.008119
                  40,            0.043244,            0.011627,           0.0049182,             0.90843,             0.83333,             0.94074,             0.42282,            0.044478,           0.0057524,           0.0038162,           0.0080695,           0.0080695,           0.0080695
                  41,            0.042256,            0.012632,           0.0049427,             0.57449,             0.81907,             0.78806,             0.33477,            0.046218,           0.0058235,           0.0037207,             0.00802,             0.00802,             0.00802
                  42,            0.043673,            0.013295,           0.0045413,              0.8917,             0.93316,              0.9693,             0.47211,            0.035932,           0.0056356,           0.0037202,           0.0079705,           0.0079705,           0.0079705
                  43,            0.041264,            0.012595,           0.0046254,             0.97246,             0.94155,             0.98772,             0.64621,            0.032835,            0.005296,           0.0037998,            0.007921,            0.007921,            0.007921
                  44,            0.041387,            0.013471,           0.0045359,             0.64826,             0.87236,             0.80209,             0.41413,             0.04009,           0.0058206,           0.0037701,           0.0078715,           0.0078715,           0.0078715
                  45,            0.038276,            0.012616,           0.0046584,             0.88705,             0.94247,             0.97497,             0.45358,            0.040836,           0.0055228,           0.0036451,            0.007822,            0.007822,            0.007822
                  46,             0.03985,            0.013069,           0.0046908,             0.86735,             0.91542,             0.96857,             0.65436,            0.029174,           0.0052482,           0.0037014,           0.0077725,           0.0077725,           0.0077725
                  47,            0.038051,            0.012235,           0.0046573,             0.85827,              0.9689,             0.97358,             0.71661,            0.029518,           0.0053554,           0.0036239,            0.007723,            0.007723,            0.007723
                  48,            0.037506,            0.011952,           0.0044849,             0.96079,             0.95333,             0.98619,             0.48914,            0.037138,           0.0052566,           0.0037769,           0.0076735,           0.0076735,           0.0076735
                  49,            0.035951,            0.011344,           0.0042037,             0.80296,                0.84,             0.92177,             0.39655,            0.044126,           0.0056733,           0.0035011,            0.007624,            0.007624,            0.007624
                  50,            0.038461,            0.012095,           0.0042024,             0.55651,                0.84,             0.80354,             0.41263,            0.037495,           0.0053215,           0.0036323,           0.0075745,           0.0075745,           0.0075745
                  51,            0.040507,            0.012931,           0.0042752,             0.85921,                0.94,             0.96467,             0.68135,            0.031219,           0.0051668,             0.00371,            0.007525,            0.007525,            0.007525
                  52,            0.035981,            0.012472,           0.0042906,             0.87014,             0.93333,             0.97769,             0.66813,            0.027549,           0.0051736,           0.0038334,           0.0074755,           0.0074755,           0.0074755
                  53,             0.03419,             0.01166,           0.0044657,             0.85987,                0.94,             0.96969,             0.55198,            0.037943,           0.0054309,           0.0037023,            0.007426,            0.007426,            0.007426
                  54,            0.035861,            0.011747,           0.0043338,              0.9657,             0.93333,             0.98772,             0.57658,            0.030631,           0.0051188,            0.003749,           0.0073765,           0.0073765,           0.0073765
                  55,             0.03602,            0.010662,           0.0042531,             0.90245,             0.98678,             0.98887,              0.7728,            0.025157,           0.0050457,           0.0037413,            0.007327,            0.007327,            0.007327
                  56,             0.03369,            0.011619,           0.0041795,             0.98647,             0.97178,             0.99433,             0.64705,            0.028776,           0.0049453,           0.0036954,           0.0072775,           0.0072775,           0.0072775
                  57,            0.033437,            0.011759,           0.0041325,             0.89606,             0.91962,             0.96986,             0.42218,            0.042546,            0.005451,           0.0035851,            0.007228,            0.007228,            0.007228
                  58,            0.036825,            0.011879,           0.0041029,             0.71504,             0.96667,             0.90265,             0.59384,            0.029821,           0.0050019,           0.0034461,           0.0071785,           0.0071785,           0.0071785
                  59,            0.036398,            0.011247,           0.0040205,             0.91867,              0.9789,             0.99172,             0.65796,            0.028607,            0.004871,           0.0035744,            0.007129,            0.007129,            0.007129
                  60,            0.032105,            0.011029,            0.004184,                   1,             0.99941,               0.995,             0.69907,            0.024052,           0.0048171,           0.0035353,           0.0070795,           0.0070795,           0.0070795
                  61,            0.029685,            0.011434,           0.0041376,             0.84866,                0.96,             0.97756,             0.57372,            0.031641,           0.0049017,           0.0034296,             0.00703,             0.00703,             0.00703
                  62,            0.032191,            0.010488,           0.0038516,             0.80858,             0.95746,              0.9544,             0.55079,             0.03322,           0.0049962,           0.0034096,           0.0069805,           0.0069805,           0.0069805
                  63,            0.031126,            0.010926,           0.0039458,             0.92929,             0.98667,              0.9914,             0.72356,            0.028714,           0.0049207,           0.0034037,            0.006931,            0.006931,            0.006931
                  64,            0.029579,            0.011577,           0.0038549,             0.94897,             0.99176,             0.99197,             0.79732,            0.020872,           0.0045799,           0.0034738,           0.0068815,           0.0068815,           0.0068815
                  65,            0.029218,            0.011529,           0.0038989,             0.97065,             0.99333,             0.99414,             0.68548,            0.030472,            0.005091,           0.0033805,            0.006832,            0.006832,            0.006832
                  66,            0.033175,            0.011002,            0.004058,              0.9903,             0.95333,             0.98984,             0.69078,            0.026505,           0.0047998,           0.0034121,           0.0067825,           0.0067825,           0.0067825
                  67,             0.02922,             0.01062,           0.0039459,             0.97636,                0.98,             0.99383,             0.65567,            0.028604,           0.0048507,           0.0032999,            0.006733,            0.006733,            0.006733
                  68,             0.03112,            0.010653,            0.003768,              0.9995,                   1,               0.995,             0.75028,            0.020453,           0.0045092,           0.0032847,           0.0066835,           0.0066835,           0.0066835
                  69,            0.026968,            0.010182,           0.0037272,             0.95529,             0.96667,             0.99134,             0.60547,             0.03106,           0.0047102,            0.003196,            0.006634,            0.006634,            0.006634
                  70,            0.033382,            0.011783,           0.0037734,             0.85281,             0.95333,             0.97346,             0.70756,            0.025411,           0.0047215,           0.0032184,           0.0065845,           0.0065845,           0.0065845
                  71,            0.031074,             0.01038,           0.0036474,             0.99935,                   1,               0.995,             0.77372,            0.020319,            0.004428,           0.0033481,            0.006535,            0.006535,            0.006535
                  72,            0.029572,            0.010934,           0.0038385,             0.79736,             0.95333,             0.95948,             0.66057,            0.027113,            0.004769,           0.0033071,           0.0064855,           0.0064855,           0.0064855
                  73,            0.029495,            0.011488,           0.0037723,             0.87374,             0.87654,              0.9631,             0.61718,            0.032072,           0.0049835,           0.0032637,            0.006436,            0.006436,            0.006436
                  74,             0.03327,             0.01146,           0.0036375,             0.96089,             0.98268,             0.99317,             0.63797,            0.028213,           0.0047094,           0.0033667,           0.0063865,           0.0063865,           0.0063865
                  75,             0.02901,            0.010586,           0.0037579,             0.97051,                   1,              0.9944,             0.69785,            0.024799,           0.0045837,           0.0033678,            0.006337,            0.006337,            0.006337
                  76,            0.028384,            0.010204,           0.0037364,             0.99946,                   1,               0.995,             0.71752,            0.021272,           0.0044577,           0.0032855,           0.0062875,           0.0062875,           0.0062875
                  77,            0.027302,           0.0087798,           0.0035146,              0.7817,             0.95333,             0.96133,             0.56952,            0.033166,            0.004739,           0.0031976,            0.006238,            0.006238,            0.006238
                  78,            0.030974,           0.0099924,           0.0035078,             0.92972,             0.98667,             0.98683,             0.65373,             0.02297,           0.0045964,            0.003232,           0.0061885,           0.0061885,           0.0061885
                  79,            0.028524,            0.010668,            0.003683,             0.99951,                   1,               0.995,             0.70961,            0.021877,           0.0044575,            0.003249,            0.006139,            0.006139,            0.006139
                  80,            0.027881,            0.011005,           0.0036599,             0.99947,                   1,               0.995,             0.79762,            0.019089,           0.0044152,           0.0031941,           0.0060895,           0.0060895,           0.0060895
                  81,            0.026939,            0.010106,           0.0035163,             0.99335,             0.99653,               0.995,             0.55496,            0.034886,           0.0050409,           0.0030907,             0.00604,             0.00604,             0.00604
                  82,            0.030268,            0.011432,           0.0034841,              0.9901,             0.99333,             0.99487,             0.78018,            0.022709,           0.0045757,           0.0030242,           0.0059905,           0.0059905,           0.0059905
                  83,            0.027407,            0.010579,           0.0034446,              0.9996,                   1,               0.995,             0.78563,            0.020606,           0.0044227,           0.0030512,            0.005941,            0.005941,            0.005941
                  84,            0.026467,           0.0098198,           0.0033772,             0.99937,                   1,               0.995,             0.71633,            0.019506,            0.004203,           0.0030215,           0.0058915,           0.0058915,           0.0058915
                  85,            0.023262,            0.010809,           0.0033711,             0.94928,                   1,             0.99363,             0.66089,            0.027832,            0.004582,           0.0029287,            0.005842,            0.005842,            0.005842
                  86,            0.029768,           0.0091794,           0.0032291,             0.95537,             0.99897,             0.99123,             0.76264,            0.023053,           0.0043873,           0.0028624,           0.0057925,           0.0057925,           0.0057925
                  87,            0.026216,           0.0092576,           0.0032496,             0.96665,                   1,             0.99414,             0.76191,            0.021633,           0.0043258,           0.0028748,            0.005743,            0.005743,            0.005743
                  88,            0.026709,           0.0092147,           0.0031916,             0.99951,                   1,               0.995,             0.77156,            0.018071,           0.0040459,           0.0028913,           0.0056935,           0.0056935,           0.0056935
                  89,            0.023776,           0.0097956,           0.0032543,             0.93034,             0.97934,             0.98984,             0.70258,            0.028244,           0.0047173,           0.0028523,            0.005644,            0.005644,            0.005644
                  90,            0.028779,            0.010948,           0.0032243,             0.98351,                   1,             0.99413,             0.77048,            0.020455,           0.0042029,           0.0028803,           0.0055945,           0.0055945,           0.0055945
                  91,            0.026222,              0.0103,           0.0032442,             0.99876,                   1,               0.995,             0.75902,            0.020163,           0.0041886,           0.0028872,            0.005545,            0.005545,            0.005545
                  92,            0.024901,           0.0088216,           0.0032923,             0.99943,                   1,               0.995,             0.82378,            0.019824,           0.0043104,           0.0029054,           0.0054955,           0.0054955,           0.0054955
                  93,            0.024461,           0.0093628,           0.0032844,             0.96288,                0.98,             0.99398,             0.69382,            0.027751,            0.004649,           0.0028474,            0.005446,            0.005446,            0.005446
                  94,            0.025647,           0.0098593,           0.0032132,             0.99728,                   1,               0.995,             0.71999,             0.02511,           0.0044809,           0.0028757,           0.0053965,           0.0053965,           0.0053965
                  95,            0.027333,           0.0099331,           0.0031589,             0.98826,                   1,              0.9946,             0.75522,            0.021191,           0.0043117,           0.0028485,            0.005347,            0.005347,            0.005347
                  96,            0.026917,           0.0098106,           0.0031484,             0.99952,                   1,               0.995,             0.79651,            0.017834,           0.0041247,           0.0028188,           0.0052975,           0.0052975,           0.0052975
                  97,            0.024665,           0.0090841,           0.0032101,             0.99902,                   1,               0.995,             0.73978,            0.024399,           0.0045114,            0.002803,            0.005248,            0.005248,            0.005248
                  98,            0.024857,            0.009193,           0.0031337,             0.97242,             0.99333,             0.99474,             0.72875,            0.021843,           0.0042951,           0.0027955,           0.0051985,           0.0051985,           0.0051985
                  99,            0.025832,           0.0091916,            0.003276,             0.99954,                   1,               0.995,             0.79154,            0.018865,           0.0040905,           0.0028246,            0.005149,            0.005149,            0.005149
                 100,            0.023723,            0.010177,           0.0031818,             0.99945,                   1,               0.995,             0.75969,            0.018584,           0.0040951,           0.0027765,           0.0050995,           0.0050995,           0.0050995
                 101,            0.022956,           0.0093458,           0.0031788,             0.90261,             0.98864,             0.99037,             0.63786,            0.025736,           0.0043831,           0.0027242,             0.00505,             0.00505,             0.00505
                 102,             0.02618,           0.0092733,            0.003038,             0.99915,                   1,               0.995,             0.79059,            0.018253,           0.0039564,           0.0026882,           0.0050005,           0.0050005,           0.0050005
                 103,             0.02277,           0.0078568,           0.0029625,             0.99952,                   1,               0.995,             0.78225,            0.019471,           0.0040684,           0.0026819,            0.004951,            0.004951,            0.004951
                 104,              0.0239,           0.0093033,           0.0030283,             0.99959,                   1,               0.995,             0.83039,            0.014763,           0.0038195,           0.0027238,           0.0049015,           0.0049015,           0.0049015
                 105,             0.02242,            0.010224,           0.0029931,             0.99914,                   1,               0.995,             0.73737,            0.026366,           0.0046991,           0.0026376,            0.004852,            0.004852,            0.004852
                 106,            0.024959,           0.0095112,           0.0029273,             0.99906,                   1,               0.995,              0.7848,            0.021177,           0.0042208,           0.0026344,           0.0048025,           0.0048025,           0.0048025
                 107,              0.0225,           0.0094435,           0.0030019,             0.99924,                   1,               0.995,             0.79728,            0.020961,           0.0043261,           0.0026614,            0.004753,            0.004753,            0.004753
                 108,            0.023817,           0.0092062,           0.0029772,             0.99954,                   1,               0.995,             0.79848,            0.014481,           0.0037552,           0.0026597,           0.0047035,           0.0047035,           0.0047035
                 109,             0.02005,           0.0091704,           0.0029504,              0.9928,             0.99333,               0.995,             0.72111,            0.023728,           0.0041755,           0.0025795,            0.004654,            0.004654,            0.004654
                 110,            0.025095,            0.009859,           0.0029221,             0.99938,                   1,               0.995,             0.81084,            0.016202,           0.0039526,           0.0026145,           0.0046045,           0.0046045,           0.0046045
                 111,            0.021702,           0.0090121,           0.0029182,             0.99951,                   1,               0.995,             0.77868,            0.016767,           0.0038356,           0.0026135,            0.004555,            0.004555,            0.004555
                 112,             0.02206,           0.0098623,           0.0029268,             0.99926,                   1,               0.995,             0.82289,            0.015922,           0.0038149,           0.0025764,           0.0045055,           0.0045055,           0.0045055
                 113,            0.022069,           0.0094713,           0.0028584,             0.98341,             0.99333,               0.995,             0.68704,            0.024035,           0.0042118,           0.0025459,            0.004456,            0.004456,            0.004456
                 114,             0.02351,           0.0093878,           0.0028178,             0.97732,             0.99333,               0.995,             0.78614,            0.020007,           0.0040581,           0.0025033,           0.0044065,           0.0044065,           0.0044065
                 115,            0.021379,           0.0093523,            0.002727,             0.99947,                   1,               0.995,             0.75522,            0.018777,           0.0040369,            0.002501,            0.004357,            0.004357,            0.004357
                 116,            0.022559,           0.0087411,           0.0028923,             0.99961,                   1,               0.995,             0.84285,            0.014675,             0.00365,           0.0025283,           0.0043075,           0.0043075,           0.0043075
                 117,            0.020902,           0.0088337,            0.002841,             0.99947,                   1,               0.995,             0.71298,             0.02463,           0.0042299,           0.0024969,            0.004258,            0.004258,            0.004258
                 118,            0.025349,           0.0097742,           0.0028026,             0.99508,             0.99333,               0.995,             0.76915,            0.018126,           0.0038999,           0.0024669,           0.0042085,           0.0042085,           0.0042085
                 119,            0.020589,           0.0086148,           0.0027879,             0.99949,                   1,               0.995,              0.7297,            0.019431,           0.0040389,           0.0025012,            0.004159,            0.004159,            0.004159
                 120,            0.022724,           0.0091591,           0.0027583,             0.99951,                   1,               0.995,             0.84461,            0.014165,           0.0037227,           0.0024806,           0.0041095,           0.0041095,           0.0041095
                 121,            0.021253,           0.0087187,            0.002824,             0.99957,                   1,               0.995,             0.74334,            0.022419,           0.0042171,           0.0024669,             0.00406,             0.00406,             0.00406
                 122,            0.021981,              0.0086,           0.0026977,             0.99919,                   1,               0.995,             0.84014,            0.018016,           0.0040316,           0.0024338,           0.0040105,           0.0040105,           0.0040105
                 123,            0.020323,           0.0083131,           0.0027029,             0.99957,                   1,               0.995,             0.79275,            0.019228,           0.0039814,           0.0024827,            0.003961,            0.003961,            0.003961
                 124,             0.02278,           0.0095558,           0.0027523,             0.99956,                   1,               0.995,             0.87941,            0.013006,           0.0037068,           0.0024763,           0.0039115,           0.0039115,           0.0039115
                 125,            0.019832,           0.0088399,           0.0026603,             0.99957,                   1,               0.995,             0.77944,            0.021124,           0.0041186,           0.0024255,            0.003862,            0.003862,            0.003862
                 126,            0.021427,           0.0090278,           0.0027031,              0.9994,                   1,               0.995,             0.83766,               0.017,           0.0038065,           0.0023596,           0.0038125,           0.0038125,           0.0038125
                 127,            0.020963,           0.0088117,           0.0025619,              0.9994,                   1,               0.995,             0.84062,            0.014238,            0.003581,           0.0023292,            0.003763,            0.003763,            0.003763
                 128,            0.020158,           0.0086739,           0.0025955,             0.99959,                   1,               0.995,             0.83666,            0.015522,           0.0037355,           0.0023006,           0.0037135,           0.0037135,           0.0037135
                 129,            0.019023,            0.009048,           0.0025023,             0.99937,                   1,               0.995,             0.83069,            0.015616,           0.0037554,           0.0022751,            0.003664,            0.003664,            0.003664
                 130,            0.020127,            0.008871,           0.0025409,             0.99921,                   1,               0.995,             0.79486,            0.017856,           0.0039407,           0.0022662,           0.0036145,           0.0036145,           0.0036145
                 131,            0.019746,           0.0084393,           0.0025592,             0.99957,                   1,               0.995,             0.80357,             0.01667,           0.0037267,           0.0022614,            0.003565,            0.003565,            0.003565
                 132,            0.018836,            0.008241,           0.0024971,             0.99958,                   1,               0.995,             0.88496,            0.012243,           0.0034687,           0.0022923,           0.0035155,           0.0035155,           0.0035155
                 133,            0.018247,           0.0087618,           0.0025424,             0.99958,                   1,               0.995,             0.82124,            0.015587,           0.0036552,           0.0022424,            0.003466,            0.003466,            0.003466
                 134,             0.01883,           0.0080339,           0.0024704,             0.99958,                   1,               0.995,             0.82752,            0.016375,           0.0036012,           0.0022288,           0.0034165,           0.0034165,           0.0034165
                 135,            0.018442,           0.0084881,           0.0024683,             0.99958,                   1,               0.995,                0.85,            0.014099,           0.0034918,           0.0021836,            0.003367,            0.003367,            0.003367
                 136,            0.018949,           0.0088263,           0.0024371,             0.99957,                   1,               0.995,             0.87139,             0.01248,           0.0033684,           0.0021793,           0.0033175,           0.0033175,           0.0033175
                 137,            0.017358,           0.0081214,           0.0024192,             0.99958,                   1,               0.995,             0.81543,            0.017406,           0.0037107,           0.0021158,            0.003268,            0.003268,            0.003268
                 138,            0.020037,            0.008178,           0.0023053,             0.99959,                   1,               0.995,             0.82425,            0.015344,           0.0035505,           0.0021246,           0.0032185,           0.0032185,           0.0032185
                 139,            0.017979,           0.0091824,           0.0024254,             0.99959,                   1,               0.995,             0.84347,            0.014922,           0.0035003,           0.0020922,            0.003169,            0.003169,            0.003169
                 140,            0.017765,           0.0088314,           0.0023649,             0.99959,                   1,               0.995,             0.89123,            0.011475,           0.0032974,           0.0020646,           0.0031195,           0.0031195,           0.0031195
                 141,            0.016432,           0.0082674,           0.0022737,             0.99961,                   1,               0.995,             0.82454,            0.015873,           0.0036781,           0.0020032,             0.00307,             0.00307,             0.00307
                 142,            0.018909,           0.0082555,           0.0023195,             0.99961,                   1,               0.995,             0.83959,            0.015173,           0.0035329,           0.0019825,           0.0030205,           0.0030205,           0.0030205
                 143,            0.018102,            0.008385,           0.0022639,             0.99956,                   1,               0.995,             0.82178,            0.015645,           0.0035808,            0.001993,            0.002971,            0.002971,            0.002971
                 144,            0.018491,           0.0089878,           0.0022768,             0.99961,                   1,               0.995,             0.90001,           0.0099396,           0.0031998,           0.0019809,           0.0029215,           0.0029215,           0.0029215
                 145,            0.017532,           0.0088533,           0.0022075,             0.99961,                   1,               0.995,             0.80947,            0.017905,            0.003709,           0.0019568,            0.002872,            0.002872,            0.002872
                 146,            0.018751,           0.0083131,           0.0021694,             0.99962,                   1,               0.995,             0.83778,            0.014644,           0.0035273,           0.0019292,           0.0028225,           0.0028225,           0.0028225
                 147,            0.018442,           0.0083269,           0.0021202,             0.99924,                   1,               0.995,             0.85452,            0.013072,           0.0034404,           0.0019307,            0.002773,            0.002773,            0.002773
                 148,            0.017236,           0.0081858,           0.0022007,             0.99948,                   1,               0.995,              0.9057,            0.010807,           0.0032772,           0.0019244,           0.0027235,           0.0027235,           0.0027235
                 149,            0.016184,           0.0077412,           0.0021787,             0.99961,                   1,               0.995,             0.83339,             0.01518,           0.0037275,            0.001906,            0.002674,            0.002674,            0.002674
                 150,            0.017847,           0.0073858,           0.0021093,             0.99961,                   1,               0.995,             0.85094,            0.013034,           0.0034147,           0.0018761,           0.0026245,           0.0026245,           0.0026245
                 151,             0.01655,           0.0075699,           0.0021065,             0.99961,                   1,               0.995,             0.88972,            0.012254,           0.0033874,           0.0018504,            0.002575,            0.002575,            0.002575
                 152,            0.016365,           0.0078979,           0.0020968,             0.99961,                   1,               0.995,             0.88476,            0.011285,           0.0032411,           0.0018503,           0.0025255,           0.0025255,           0.0025255
                 153,            0.016452,           0.0075475,           0.0021115,             0.99962,                   1,               0.995,             0.88191,            0.013902,            0.003337,           0.0018058,            0.002476,            0.002476,            0.002476
                 154,            0.016035,           0.0082029,           0.0020658,             0.99961,                   1,               0.995,              0.8926,              0.0124,           0.0032277,           0.0018055,           0.0024265,           0.0024265,           0.0024265
                 155,             0.01513,           0.0070287,           0.0020667,             0.99963,                   1,               0.995,             0.90775,             0.01207,           0.0033472,           0.0017785,            0.002377,            0.002377,            0.002377
                 156,            0.016295,           0.0089186,           0.0020245,             0.99962,                   1,               0.995,              0.8988,            0.010416,           0.0031788,           0.0017734,           0.0023275,           0.0023275,           0.0023275
                 157,            0.015274,            0.007351,           0.0020437,             0.99962,                   1,               0.995,             0.87107,            0.014218,           0.0035875,           0.0017546,            0.002278,            0.002278,            0.002278
                 158,            0.015818,           0.0081176,            0.001979,             0.99956,                   1,               0.995,             0.87289,            0.013119,           0.0034959,           0.0017325,           0.0022285,           0.0022285,           0.0022285
                 159,            0.016087,           0.0082224,           0.0020213,             0.99961,                   1,               0.995,             0.87006,            0.012497,           0.0035014,           0.0017221,            0.002179,            0.002179,            0.002179
                 160,            0.016589,           0.0084427,           0.0020039,              0.9996,                   1,               0.995,             0.92375,           0.0097772,           0.0032357,           0.0017136,           0.0021295,           0.0021295,           0.0021295
