               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.044628,            0.013791,             0.00459,             0.57564,             0.77774,             0.70237,             0.30038,            0.045914,           0.0063631,           0.0034923,            0.007822,            0.007822,            0.007822
                  35,            0.043612,            0.013331,           0.0046494,             0.48557,                0.94,             0.57689,             0.29992,            0.048655,           0.0060108,           0.0036965,            0.007756,            0.007756,            0.007756
                  36,            0.044517,            0.012505,           0.0046757,             0.73809,             0.80788,             0.85764,             0.44705,            0.035764,           0.0057454,           0.0036261,             0.00769,             0.00769,             0.00769
                  37,             0.04042,            0.013523,           0.0046507,             0.55699,             0.91333,             0.70482,             0.50276,             0.04298,             0.00609,           0.0035331,            0.007624,            0.007624,            0.007624
                  38,            0.042023,            0.013427,           0.0046041,             0.67693,                 0.9,             0.85348,             0.61369,            0.033967,           0.0056249,           0.0037783,            0.007558,            0.007558,            0.007558
                  39,            0.044282,            0.012873,           0.0048303,             0.89811,             0.87333,              0.9593,             0.55886,            0.036191,           0.0058017,           0.0037756,            0.007492,            0.007492,            0.007492
                  40,            0.039111,            0.011491,           0.0047674,             0.82745,                0.88,             0.93714,             0.50507,             0.03478,           0.0055816,           0.0037883,            0.007426,            0.007426,            0.007426
                  41,            0.035929,            0.012532,           0.0046479,             0.90271,             0.90667,             0.97309,             0.62261,             0.03629,           0.0057681,            0.003699,             0.00736,             0.00736,             0.00736
                  42,            0.039512,            0.013067,           0.0042942,             0.67826,             0.80107,             0.85393,             0.52405,            0.037663,           0.0056982,           0.0034565,            0.007294,            0.007294,            0.007294
                  43,            0.036983,            0.012272,           0.0042083,             0.67575,             0.90308,              0.8882,             0.55238,            0.034284,           0.0056679,           0.0035302,            0.007228,            0.007228,            0.007228
                  44,            0.039723,            0.013206,           0.0042048,             0.89322,             0.96667,              0.9833,             0.60261,            0.032815,           0.0053691,            0.003652,            0.007162,            0.007162,            0.007162
                  45,            0.033758,            0.012314,           0.0042427,             0.86168,             0.95333,             0.97991,             0.63587,            0.035659,           0.0055896,           0.0035084,            0.007096,            0.007096,            0.007096
                  46,            0.039027,             0.01284,           0.0041614,             0.97398,             0.99808,             0.99207,             0.69656,            0.031443,           0.0052722,           0.0035502,             0.00703,             0.00703,             0.00703
                  47,            0.035412,            0.011876,           0.0043486,             0.90339,                0.98,             0.98423,             0.50885,            0.031694,           0.0054282,           0.0034848,            0.006964,            0.006964,            0.006964
                  48,            0.035877,             0.01204,           0.0042673,             0.96612,             0.98667,             0.99198,             0.68207,            0.026698,           0.0051341,           0.0034596,            0.006898,            0.006898,            0.006898
                  49,            0.032731,            0.011106,           0.0040966,              0.6542,             0.89546,             0.85447,             0.55199,            0.043656,           0.0057206,           0.0033328,            0.006832,            0.006832,            0.006832
                  50,            0.039239,            0.012066,           0.0040141,              0.9252,             0.98958,             0.97472,             0.68309,            0.028233,           0.0051072,           0.0034688,            0.006766,            0.006766,            0.006766
                  51,            0.034661,            0.012739,           0.0041173,             0.92161,                0.98,             0.97374,              0.5754,            0.034911,           0.0052604,           0.0035619,              0.0067,              0.0067,              0.0067
                  52,            0.035737,            0.012049,           0.0040245,             0.97244,                   1,             0.99082,             0.69669,             0.02497,           0.0049524,           0.0035885,            0.006634,            0.006634,            0.006634
                  53,            0.031842,            0.011169,           0.0040407,             0.94024,                0.98,             0.99011,              0.6227,            0.036037,             0.00532,           0.0034749,            0.006568,            0.006568,            0.006568
                  54,            0.037993,            0.011649,            0.003961,             0.99336,             0.99707,               0.995,             0.63153,             0.02534,           0.0047833,           0.0034988,            0.006502,            0.006502,            0.006502
                  55,            0.035135,            0.010542,           0.0040038,             0.94735,             0.95971,             0.98905,             0.63839,            0.028273,           0.0050607,           0.0035113,            0.006436,            0.006436,            0.006436
                  56,            0.031662,            0.011615,           0.0040247,             0.99771,             0.97333,             0.99392,             0.73904,            0.024634,           0.0048882,           0.0035815,             0.00637,             0.00637,             0.00637
                  57,            0.031492,             0.01187,           0.0039301,             0.96728,             0.98542,             0.99321,             0.44779,            0.039758,           0.0053631,           0.0034772,            0.006304,            0.006304,            0.006304
                  58,            0.034605,            0.011567,           0.0037682,             0.92449,             0.97941,             0.98906,             0.57865,            0.032477,           0.0050585,           0.0033097,            0.006238,            0.006238,            0.006238
                  59,            0.034613,            0.011021,            0.003762,             0.99992,                   1,               0.995,             0.62869,            0.032066,           0.0049751,           0.0033638,            0.006172,            0.006172,            0.006172
                  60,            0.032952,            0.010853,            0.003899,             0.99946,                   1,               0.995,             0.71969,            0.020629,           0.0045939,           0.0033731,            0.006106,            0.006106,            0.006106
                  61,            0.028934,            0.011362,           0.0037981,             0.94106,             0.98667,             0.98645,             0.60819,            0.035286,           0.0049286,           0.0032524,             0.00604,             0.00604,             0.00604
                  62,            0.032075,            0.010624,           0.0035861,             0.92044,             0.98667,             0.98452,             0.68984,            0.032068,           0.0049628,           0.0032261,            0.005974,            0.005974,            0.005974
                  63,            0.031829,            0.010858,           0.0036724,             0.99736,                   1,               0.995,             0.69124,            0.027364,           0.0048349,           0.0033179,            0.005908,            0.005908,            0.005908
                  64,            0.030845,            0.011481,           0.0037549,              0.9993,                   1,               0.995,             0.68459,            0.024646,           0.0046929,           0.0033079,            0.005842,            0.005842,            0.005842
                  65,            0.028546,            0.011393,           0.0036362,             0.80303,             0.94667,             0.95387,             0.59368,            0.028978,           0.0049336,           0.0033265,            0.005776,            0.005776,            0.005776
                  66,             0.02848,            0.010684,            0.003613,             0.77059,             0.91813,             0.94562,             0.67499,             0.03071,           0.0048855,           0.0031907,             0.00571,             0.00571,             0.00571
                  67,            0.031071,            0.010646,           0.0035414,             0.99692,             0.98667,             0.99474,             0.78497,            0.023087,           0.0045704,           0.0032395,            0.005644,            0.005644,            0.005644
                  68,            0.028311,            0.010623,           0.0035843,             0.82199,             0.98667,             0.97406,             0.61405,            0.023293,           0.0046422,           0.0032834,            0.005578,            0.005578,            0.005578
                  69,            0.025387,            0.010286,           0.0036209,             0.96127,             0.98667,             0.98679,             0.66686,            0.029081,           0.0048961,           0.0032021,            0.005512,            0.005512,            0.005512
                  70,            0.031767,            0.011557,           0.0035196,             0.92845,             0.98667,             0.98655,             0.64597,            0.026508,           0.0046638,           0.0032428,            0.005446,            0.005446,            0.005446
                  71,            0.029643,            0.010423,           0.0035212,             0.99335,             0.99627,             0.99401,             0.65272,            0.023915,           0.0044441,           0.0032002,             0.00538,             0.00538,             0.00538
                  72,            0.029656,            0.010569,           0.0035397,             0.99945,                   1,               0.995,             0.76052,            0.021424,           0.0046199,           0.0032046,            0.005314,            0.005314,            0.005314
                  73,            0.025781,            0.011283,           0.0034832,             0.92727,             0.93502,             0.98554,             0.72424,             0.02894,           0.0047508,           0.0030976,            0.005248,            0.005248,            0.005248
                  74,            0.031849,            0.011286,           0.0032742,             0.99334,             0.99439,             0.99493,             0.79874,            0.023663,           0.0046916,           0.0031291,            0.005182,            0.005182,            0.005182
                  75,            0.027142,            0.010373,            0.003452,             0.92296,                0.96,             0.98881,             0.73323,            0.022044,           0.0044358,           0.0031543,            0.005116,            0.005116,            0.005116
                  76,            0.026041,           0.0099621,           0.0034545,             0.99853,                   1,               0.995,             0.75866,            0.019229,           0.0043618,           0.0031464,             0.00505,             0.00505,             0.00505
                  77,            0.025248,           0.0086662,            0.003415,             0.98682,             0.99828,             0.99474,             0.69422,            0.028458,           0.0046602,           0.0030987,            0.004984,            0.004984,            0.004984
                  78,            0.028834,           0.0097125,           0.0032964,             0.99604,                   1,               0.995,             0.77786,            0.024403,           0.0045249,           0.0030227,            0.004918,            0.004918,            0.004918
                  79,            0.025518,             0.01035,           0.0032519,             0.96448,                   1,             0.99167,              0.7096,            0.026209,           0.0046144,           0.0030252,            0.004852,            0.004852,            0.004852
                  80,            0.029076,            0.010959,           0.0033984,             0.99914,                   1,               0.995,             0.81862,            0.019926,           0.0043243,           0.0030138,            0.004786,            0.004786,            0.004786
                  81,            0.024895,           0.0099311,           0.0032197,             0.96178,             0.98667,             0.99414,             0.67581,            0.026805,           0.0045906,           0.0028718,             0.00472,             0.00472,             0.00472
                  82,            0.026359,            0.010941,           0.0031949,             0.99875,                   1,               0.995,             0.65548,            0.024914,           0.0045685,           0.0028343,            0.004654,            0.004654,            0.004654
                  83,            0.025524,              0.0105,           0.0031558,             0.99335,             0.99558,               0.995,             0.73363,            0.022503,           0.0044704,           0.0028007,            0.004588,            0.004588,            0.004588
                  84,            0.024445,           0.0096803,           0.0030988,             0.99952,                   1,               0.995,             0.80236,            0.015037,           0.0040458,           0.0028252,            0.004522,            0.004522,            0.004522
                  85,            0.021803,            0.010629,           0.0030818,             0.99926,                   1,               0.995,             0.75521,            0.025834,           0.0047011,           0.0026888,            0.004456,            0.004456,            0.004456
                  86,            0.025592,           0.0091507,           0.0030209,             0.97398,             0.99827,             0.99326,             0.78169,            0.020492,           0.0043169,           0.0026611,             0.00439,             0.00439,             0.00439
                  87,            0.022659,           0.0090453,           0.0030279,             0.99947,                   1,               0.995,             0.73253,             0.02058,           0.0041816,           0.0026718,            0.004324,            0.004324,            0.004324
                  88,            0.023205,            0.008907,           0.0030366,             0.99957,                   1,               0.995,             0.80279,            0.017499,           0.0040164,            0.002663,            0.004258,            0.004258,            0.004258
                  89,            0.022612,           0.0095397,           0.0030072,             0.99858,                   1,               0.995,             0.79048,            0.022643,           0.0044338,           0.0026212,            0.004192,            0.004192,            0.004192
                  90,            0.023719,            0.010469,           0.0029724,             0.99883,                   1,               0.995,              0.8149,            0.019718,           0.0043623,            0.002631,            0.004126,            0.004126,            0.004126
                  91,            0.022934,            0.010023,           0.0029115,             0.99905,                   1,               0.995,             0.72468,             0.02057,           0.0041763,           0.0026233,             0.00406,             0.00406,             0.00406
                  92,             0.02274,           0.0086549,           0.0029045,             0.99957,                   1,               0.995,             0.85389,            0.014225,           0.0040106,           0.0026185,            0.003994,            0.003994,            0.003994
                  93,            0.021371,           0.0092272,           0.0028598,             0.99958,                   1,               0.995,             0.70424,            0.024298,           0.0044983,           0.0026068,            0.003928,            0.003928,            0.003928
                  94,             0.02305,           0.0097528,           0.0028423,             0.98916,             0.99333,               0.995,             0.77908,            0.021195,           0.0044222,           0.0025736,            0.003862,            0.003862,            0.003862
                  95,            0.024514,           0.0097566,           0.0027673,             0.99855,                   1,               0.995,             0.80106,            0.020177,            0.004227,           0.0025796,            0.003796,            0.003796,            0.003796
                  96,            0.023957,           0.0094716,           0.0027347,             0.99954,                   1,               0.995,             0.82714,            0.014893,           0.0039265,           0.0025767,             0.00373,             0.00373,             0.00373
                  97,            0.021988,           0.0088722,           0.0028915,              0.9995,                   1,               0.995,             0.79272,            0.017665,           0.0041837,           0.0025783,            0.003664,            0.003664,            0.003664
                  98,            0.020831,           0.0088717,           0.0027886,              0.9995,                   1,               0.995,             0.78002,            0.019129,           0.0042153,           0.0025634,            0.003598,            0.003598,            0.003598
                  99,             0.02105,           0.0088201,            0.002871,             0.99957,                   1,               0.995,             0.77264,            0.019757,           0.0042019,            0.002517,            0.003532,            0.003532,            0.003532
                 100,             0.02208,            0.010009,           0.0027518,             0.99957,                   1,               0.995,             0.86205,            0.013315,           0.0038223,            0.002497,            0.003466,            0.003466,            0.003466
                 101,            0.019989,           0.0090372,            0.002716,             0.99881,                   1,               0.995,             0.78193,             0.01892,           0.0041906,           0.0024145,              0.0034,              0.0034,              0.0034
                 102,             0.02127,           0.0088509,           0.0026243,             0.99866,                   1,               0.995,             0.79158,            0.017586,           0.0039701,           0.0023992,            0.003334,            0.003334,            0.003334
                 103,            0.020017,           0.0076096,           0.0026049,              0.9994,                   1,               0.995,             0.80766,            0.017184,           0.0041299,           0.0023775,            0.003268,            0.003268,            0.003268
                 104,            0.020379,           0.0090505,           0.0025964,             0.99958,                   1,               0.995,              0.8117,            0.014289,            0.003752,           0.0023602,            0.003202,            0.003202,            0.003202
                 105,            0.019792,           0.0096525,           0.0026039,             0.99941,                   1,               0.995,             0.76406,            0.020177,           0.0042433,           0.0023309,            0.003136,            0.003136,            0.003136
                 106,            0.021697,           0.0092048,           0.0026214,             0.99919,                   1,               0.995,             0.82001,            0.017354,           0.0040141,           0.0022843,             0.00307,             0.00307,             0.00307
                 107,            0.020427,           0.0092188,           0.0025405,             0.99943,                   1,               0.995,             0.80892,            0.016734,           0.0040314,           0.0022936,            0.003004,            0.003004,            0.003004
                 108,            0.020137,           0.0089768,           0.0025807,             0.99959,                   1,               0.995,             0.87439,            0.012035,           0.0036672,           0.0022754,            0.002938,            0.002938,            0.002938
                 109,            0.017612,           0.0087541,           0.0024972,             0.99935,                   1,               0.995,             0.78121,            0.018404,           0.0040173,           0.0022528,            0.002872,            0.002872,            0.002872
                 110,            0.019727,           0.0095487,           0.0025154,             0.99958,                   1,               0.995,             0.78172,             0.01836,           0.0040463,           0.0022219,            0.002806,            0.002806,            0.002806
                 111,            0.019659,           0.0089018,            0.002459,             0.99958,                   1,               0.995,             0.83703,            0.015512,           0.0038579,           0.0022289,             0.00274,             0.00274,             0.00274
                 112,            0.018939,           0.0095324,           0.0025471,             0.99959,                   1,               0.995,              0.8598,            0.012183,            0.003598,           0.0022091,            0.002674,            0.002674,            0.002674
                 113,            0.017795,           0.0092377,           0.0024801,             0.99947,                   1,               0.995,             0.75574,            0.018681,           0.0040388,           0.0021825,            0.002608,            0.002608,            0.002608
                 114,            0.019589,           0.0089993,           0.0024104,             0.99961,                   1,               0.995,             0.80584,            0.015619,           0.0038628,           0.0021454,            0.002542,            0.002542,            0.002542
                 115,             0.01806,           0.0089973,           0.0023139,             0.99961,                   1,               0.995,             0.81026,             0.01555,            0.003826,           0.0021315,            0.002476,            0.002476,            0.002476
                 116,            0.017478,           0.0082004,           0.0024243,             0.99961,                   1,               0.995,             0.89397,            0.011393,           0.0034812,           0.0021266,             0.00241,             0.00241,             0.00241
                 117,            0.017334,           0.0084591,           0.0023795,              0.9996,                   1,               0.995,             0.80503,            0.017545,           0.0039209,           0.0020925,            0.002344,            0.002344,            0.002344
                 118,            0.019615,            0.009398,           0.0023825,             0.99959,                   1,               0.995,             0.82233,            0.016279,           0.0038644,           0.0020531,            0.002278,            0.002278,            0.002278
                 119,            0.018504,           0.0084397,           0.0022902,              0.9996,                   1,               0.995,             0.85463,            0.015445,           0.0038358,           0.0020634,            0.002212,            0.002212,            0.002212
                 120,            0.019198,           0.0087503,           0.0022799,             0.99959,                   1,               0.995,             0.87734,              0.0129,           0.0036341,           0.0020672,            0.002146,            0.002146,            0.002146
                 121,            0.018115,           0.0083428,            0.002334,              0.9996,                   1,               0.995,             0.80105,            0.017629,           0.0038964,           0.0020487,             0.00208,             0.00208,             0.00208
                 122,            0.018011,            0.008126,           0.0022991,             0.99959,                   1,               0.995,             0.84054,            0.015234,           0.0037751,           0.0020393,            0.002014,            0.002014,            0.002014
                 123,            0.017178,           0.0078667,           0.0022906,              0.9996,                   1,               0.995,             0.85428,            0.013421,           0.0036703,           0.0020384,            0.001948,            0.001948,            0.001948
                 124,            0.017107,           0.0089466,           0.0022708,              0.9996,                   1,               0.995,             0.89446,             0.01073,           0.0034328,           0.0020325,            0.001882,            0.001882,            0.001882
                 125,            0.015775,           0.0083947,           0.0022109,             0.99961,                   1,               0.995,             0.82244,            0.014374,           0.0036657,           0.0020075,            0.001816,            0.001816,            0.001816
                 126,            0.016487,            0.008508,           0.0022163,             0.99962,                   1,               0.995,             0.86727,            0.012513,           0.0035713,           0.0019517,             0.00175,             0.00175,             0.00175
                 127,            0.015867,           0.0083336,           0.0021216,             0.99963,                   1,               0.995,             0.87062,            0.011912,             0.00352,           0.0019106,            0.001684,            0.001684,            0.001684
                 128,            0.016236,           0.0082081,           0.0021499,             0.99963,                   1,               0.995,             0.90032,            0.010407,           0.0033619,           0.0018957,            0.001618,            0.001618,            0.001618
                 129,            0.015064,           0.0085662,           0.0020701,             0.99963,                   1,               0.995,             0.84963,            0.012339,           0.0034876,            0.001865,            0.001552,            0.001552,            0.001552
                 130,            0.015939,           0.0084809,           0.0021142,             0.99963,                   1,               0.995,             0.84906,            0.012207,           0.0035756,           0.0018394,            0.001486,            0.001486,            0.001486
                 131,            0.015823,           0.0080116,           0.0020784,             0.99963,                   1,               0.995,             0.88756,            0.011169,           0.0034506,            0.001822,             0.00142,             0.00142,             0.00142
                 132,            0.014403,           0.0077968,           0.0020426,             0.99963,                   1,               0.995,             0.89631,            0.010124,           0.0033361,           0.0018233,            0.001354,            0.001354,            0.001354
                 133,             0.01498,           0.0084128,           0.0020314,             0.99964,                   1,               0.995,             0.89403,            0.010331,           0.0033648,           0.0018047,            0.001288,            0.001288,            0.001288
                 134,            0.014181,           0.0075732,           0.0020129,             0.99964,                   1,               0.995,             0.87815,            0.011159,           0.0034114,           0.0017815,            0.001222,            0.001222,            0.001222
                 135,            0.015054,           0.0082011,           0.0019572,             0.99964,                   1,               0.995,             0.89574,            0.010639,            0.003333,            0.001757,            0.001156,            0.001156,            0.001156
                 136,            0.014457,           0.0083941,           0.0020329,             0.99963,                   1,               0.995,             0.91293,           0.0095929,           0.0032182,           0.0017445,             0.00109,             0.00109,             0.00109
                 137,            0.013957,           0.0077112,           0.0019897,             0.99963,                   1,               0.995,             0.89679,            0.010777,           0.0033164,           0.0017211,            0.001024,            0.001024,            0.001024
                 138,            0.014913,           0.0075654,           0.0019084,             0.99962,                   1,               0.995,             0.89601,            0.010572,           0.0032487,           0.0017096,            0.000958,            0.000958,            0.000958
                 139,             0.01431,           0.0087387,           0.0019366,             0.99962,                   1,               0.995,             0.90336,           0.0096756,           0.0031962,           0.0016887,            0.000892,            0.000892,            0.000892
                 140,             0.01374,           0.0082619,           0.0019372,             0.99962,                   1,               0.995,             0.89781,           0.0096608,           0.0031801,           0.0016816,            0.000826,            0.000826,            0.000826
                 141,            0.012898,           0.0078058,           0.0018953,             0.99963,                   1,               0.995,             0.90464,             0.01015,           0.0032517,           0.0016591,             0.00076,             0.00076,             0.00076
                 142,            0.014455,           0.0077439,           0.0019425,             0.99963,                   1,               0.995,             0.88685,            0.010334,           0.0032542,            0.001642,            0.000694,            0.000694,            0.000694
                 143,            0.014018,           0.0079103,           0.0018834,             0.99964,                   1,               0.995,             0.90346,            0.010034,           0.0032256,           0.0016225,            0.000628,            0.000628,            0.000628
                 144,            0.013734,            0.008383,           0.0018945,             0.99964,                   1,               0.995,             0.91706,           0.0093157,           0.0031565,           0.0016175,            0.000562,            0.000562,            0.000562
                 145,            0.013655,           0.0085009,           0.0018634,             0.99964,                   1,               0.995,             0.90378,           0.0098263,           0.0031875,           0.0016035,            0.000496,            0.000496,            0.000496
                 146,            0.013415,            0.007727,           0.0018287,             0.99964,                   1,               0.995,             0.91781,           0.0091506,           0.0031377,           0.0015898,             0.00043,             0.00043,             0.00043
                 147,            0.013433,           0.0078687,           0.0018281,             0.99963,                   1,               0.995,             0.91612,           0.0090201,           0.0031103,           0.0015755,            0.000364,            0.000364,            0.000364
                 148,             0.01321,           0.0076694,           0.0018156,             0.99963,                   1,               0.995,             0.91586,           0.0090421,           0.0031028,           0.0015666,            0.000298,            0.000298,            0.000298
                 149,             0.01254,           0.0072954,           0.0018033,             0.99964,                   1,               0.995,             0.91572,           0.0090096,           0.0030972,           0.0015579,            0.000232,            0.000232,            0.000232
